Lead_ID,Student_ID,Date_of_Enquiry,City,Source,Course_Type,Conversion_Status,Date_of_Joining,Fees_Quoted
L11502327,,02-14-2025,Vadodara,School Seminar,2-Year,Not Converted,,
L76675100,S6587831,2024-05-28,,Website,1-Year,Converted,06-24-2024,122906.0
L79335706,S5953336,2025-05-22,Jaipur,Referral,1-Year,Converted,24/07/2025,156360.0
L13329223,,2024-09-28,Jaipur,Walk-in,1 Yr,Not Converted,,
L73348088,S9561074,13/09/2024,Chennai,Social Media,2-Year,Converted,2024-10-14,142793.0
L17244617,,2024-08-20,Pune,Walk-in,2 Yr,Not Converted,,
L09208376,S0950215,23/09/2024,Jaipur,Social Media,1-Year,Converted,2024-12-11,138300.0
L56889654,,05-07-2023,Rajkot,Referral,2-Year,Not Converted,,
L48531340,,2023-09-12,Amritsar,Walk-in,2 Yr,Not Converted,,
L64797270,,25/11/2024,,Social Media,1-Year,Not Converted,,
L03380371,,01-16-2023,Ahmedabad,Social Media,2 Yr,Not Converted,,
L70593606,S2394355,04-21-2024,Ranchi,Social Media,2-Year,Converted,2024-05-28,163651.0
L87037698,,03-03-2023,Surat,Social Media,1-Year,Not Converted,,
L89328468,S2371846,30/05/2025,Hyderabad,Social Media,2-Year,Converted,07/06/2025,124169.0
L98021056,,07/03/2024,Srinagar,Social Media,2-Year,Not Converted,,
L46745847,,10-31-2024,Ludhiana,Social Media,1-Year,Not Converted,,
L98678055,,2023-09-25,Pune,Social Media,2-Year,Not Converted,,
L87069285,S1227557,2023-02-04,Indore,Agent,1-Year,Converted,2023-03-04,137398.0
L02580401,,2025-02-17,Jaipur,Social Media,1-Year,Not Converted,,
L16653866,,29/07/2024,Faridabad,Social Media,1-Year,Not Converted,,
L48870646,,2024-05-08,Thane,Referral,2-Year,Not Converted,,
L58154679,S7630121,07-15-2024,,Website,1-Year,Converted,08-01-2024,158466.0
L30423537,S6177932,04-13-2024,Mumbai,Walk-in,One-Year,Converted,2024-04-28,140363.0
L69813889,S9706760,2025-02-05,Surat,Social Media,1-Year,Converted,02-11-2025,177134.0
L32989677,,22/10/2024,Thane,Walk-in,1-Year,Not Converted,,
L76303478,,11-21-2023,Bhopal,Walk-in,1 Yr,Not Converted,,
L74431117,,31/10/2023,Lucknow,Walk-in,1-Year,Not Converted,,
L24946399,,2023-10-03,Faridabad,Walk-in,1-Year,Not Converted,,
L69635365,,18/05/2025,Ranchi,Website,1-Year,Not Converted,,
L71100268,,11-14-2024,Gurugram,Website,Two-Year,Not Converted,,
L45181045,,20/07/2023,Rajkot,Walk-in,1-Year,Not Converted,,
L13620742,,20/03/2024,Srinagar,Referral,2-Year,Not Converted,,
L33177423,S0800184,2025-06-23,Vadodara,Walk-in,1year,Converted,08-23-2025,156639.0
L34116792,,11-20-2023,Varanasi,School Seminar,1-Year,Not Converted,,
L51548523,S8406697,04/02/2023,Lucknow,Social Media,1 Yr,Converted,03-12-2023,158689.0
L45115065,S9348132,26/04/2024,Nagpur,Agent,1year,Converted,07-14-2024,118390.0
L39752783,,12-28-2024,Lucknow,Social Media,2-Year,Not Converted,,
L76396448,,24/04/2024,Thane,Referral,Two-Year,Not Converted,,
L03013333,,2023-03-06,Jaipur,Website,2 Yr,Not Converted,,
L56033819,S9703014,08/01/2023,Gurugram,Social Media,2 Yr,Converted,2023-04-01,182249.0
L16571584,,10-28-2023,Lucknow,Referral,2 Yr,Not Converted,,
L34821158,,09/12/2023,Hyderabad,Social Media,1 Yr,Not Converted,,
L79853372,S9998263,06/03/2024,Patna,Referral,2-Year,Converted,06/04/2024,118796.0
L96280701,,28/02/2024,Mumbai,Social Media,1-Year,Not Converted,,
L47463819,,28/11/2023,Hyderabad,Referral,2-Year,Not Converted,,
L08758669,,13/03/2024,Kolkata,Referral,2-Year,Not Converted,,
L62186249,,2024-08-10,Thane,Agent,2-Year,Not Converted,,
L23561348,S0380620,2023-06-23,Indore,Agent,2-Year,Converted,28/06/2023,119306.0
L23009488,S5484433,07-12-2024,Rajkot,Social Media,1year,Converted,2024-07-16,136446.0
L11833419,S9872271,06-10-2024,Faridabad,Walk-in,1-Year,Converted,08-05-2024,140485.0
L98323716,S2748188,2025-05-22,Indore,Social Media,1year,Converted,07-15-2025,158805.0
L50804623,S5649073,20/10/2024,Surat,Social Media,2-Year,Converted,11-15-2024,162475.0
L99898267,S4977488,26/01/2023,Lucknow,Social Media,1 Yr,Converted,04-11-2023,136596.0
L00795905,S2352363,2025-03-30,Meerut,Agent,2-Year,Converted,2025-06-05,178216.0
L71112701,S3087276,08-27-2024,Mumbai,Website,2-Year,Converted,2024-09-07,160755.0
L91643306,S4587966,02-10-2024,Delhi,Social Media,2-Year,Converted,04-11-2024,176337.0
L46079216,S2142871,08-20-2023,Rajkot,Social Media,Two-Year,Converted,31/08/2023,177974.0
L43813980,,2024-06-16,Thane,Social Media,1-Year,Not Converted,,
L96854667,,03-29-2025,Chennai,Referral,1 Yr,Not Converted,,
L55718518,S6219904,2024-07-03,Ahmedabad,Walk-in,Two-Year,Converted,2024-07-14,119473.0
L86125921,,02-26-2025,Amritsar,Social Media,1 Yr,Not Converted,,
L10089635,,2024-05-19,Srinagar,School Seminar,1-Year,Not Converted,,
L11841988,,2024-10-30,Nashik,Social Media,2-Year,Not Converted,,
L04816533,S6435992,06-28-2023,Thane,Website,2 Yr,Converted,08-10-2023,120667.0
L65933205,,05-12-2023,Patna,Walk-in,1-Year,Not Converted,,
L49523836,S0376610,02/04/2025,,Referral,2 Yr,Converted,04/04/2025,163764.0
L14965991,S7022760,2024-03-30,Gurugram,School Seminar,1 Yr,Converted,05/05/2024,138044.0
L11680031,S5033044,14/12/2023,Kolkata,School Seminar,1-Year,Converted,01/02/2024,157233.0
L14878212,S2222264,06-23-2024,Varanasi,Social Media,1 Yr,Converted,2024-06-29,178246.0
L70188939,,10/02/2025,Kolkata,Social Media,1-Year,Not Converted,,
L40270128,,10/02/2024,Kolkata,Website,1 Yr,Not Converted,,
L72247840,,03-17-2023,Agra,Social Media,1 Yr,Not Converted,,
L76766655,S1032207,08-01-2024,Nagpur,Social Media,1-Year,Converted,24/08/2024,159041.0
L69434058,S1433693,2025-05-03,Amritsar,Referral,1-Year,Converted,18/07/2025,178718.0
L84106126,S2864544,05-06-2024,Bengaluru,School Seminar,1 Yr,Converted,06-07-2024,117129.0
L08683068,S7624473,2023-07-13,Bhopal,School Seminar,1-Year,Converted,02/08/2023,160060.0
L77492493,,11/06/2023,Amritsar,Website,2-Year,Not Converted,,
L13848952,,2023-12-13,Ranchi,Referral,2-Year,Not Converted,,
L19477753,,2023-12-27,Chennai,Social Media,1 Yr,Not Converted,,
L15157513,,02-07-2025,Kanpur,Walk-in,1-Year,Not Converted,,
L16185408,S1243615,2024-08-06,Ludhiana,School Seminar,2-Year,Converted,09-27-2024,164385.0
L70183972,S6791754,2023-03-28,Chennai,Social Media,1 Yr,Converted,19/06/2023,123894.0
L56500451,,2023-09-19,Gurugram,Social Media,2-Year,Not Converted,,
L01277389,S1858545,2023-08-02,Amritsar,Social Media,2-Year,Converted,2023-08-09,179921.0
L90405995,,26/10/2024,Pune,Walk-in,2-Year,Not Converted,,
L66737457,,12-22-2024,Hyderabad,Website,2-Year,Not Converted,,
L47298936,S6855607,26/07/2024,Bengaluru,Walk-in,2-Year,Converted,20/10/2024,143754.0
L85721953,,18/02/2025,Amritsar,Agent,1-Year,Not Converted,,
L18103025,,19/09/2023,Pune,Social Media,2-Year,Not Converted,,
L26179054,,2024-12-30,Nagpur,Website,2-Year,Not Converted,,
L36984436,,2023-10-10,Indore,School Seminar,2-Year,Not Converted,,
L93002891,S1440095,09/10/2024,Ghaziabad,Social Media,One-Year,Converted,2024-10-19,161249.0
L24787490,,04-11-2024,Bengaluru,Agent,Two-Year,Not Converted,,
L78816510,S8135395,01-15-2024,Ahmedabad,Social Media,2-Year,Converted,10/02/2024,179731.0
L07567738,S3149396,2023-12-28,Amritsar,Website,1 Yr,Converted,2024-02-08,164149.0
L67831801,,03-24-2024,Amritsar,Website,2-Year,Not Converted,,
L79474803,S8677801,16/03/2024,Rajkot,School Seminar,1year,Converted,03-28-2024,175854.0
L82910549,,03/04/2023,Delhi,Walk-in,2-Year,Not Converted,,
L04775280,,12/09/2024,Surat,Social Media,2year,Not Converted,,
L85507297,S2310447,22/01/2025,Ludhiana,Referral,2-Year,Converted,10/04/2025,137256.0
L69153700,,16/05/2025,Jaipur,Referral,1 Yr,Not Converted,,
L05906447,,02-28-2024,Amritsar,School Seminar,2-Year,Not Converted,,
L17264906,S7045998,22/05/2023,Ludhiana,School Seminar,One-Year,Converted,31/07/2023,159103.0
L92662731,,18/10/2023,Bengaluru,Website,1-Year,Not Converted,,
L03882306,,2024-03-07,Amritsar,Social Media,One-Year,Not Converted,,
L11337517,,18/01/2025,Gurugram,School Seminar,2 Yr,Not Converted,,
L79612948,,05-01-2025,Bengaluru,Website,1-Year,Not Converted,,
L61037785,,03/04/2025,Patna,School Seminar,Two-Year,Not Converted,,
L79579844,,11-19-2024,Lucknow,Social Media,1-Year,Not Converted,,
L43054076,,14/10/2024,Nagpur,Social Media,2-Year,Not Converted,,
L09246124,S6119476,01/12/2024,Pune,Social Media,One-Year,Converted,2025-01-17,122961.0
L03537458,,02-18-2023,Vadodara,Walk-in,2 Yr,Not Converted,,
L67821564,S2459693,29/10/2023,Gurugram,Walk-in,2-Year,Converted,2023-12-25,163429.0
L96770673,,2025-05-30,Bhopal,Agent,2-Year,Not Converted,,
L43315753,,07-09-2023,Bengaluru,Referral,2-Year,Not Converted,,
L67098675,,16/05/2023,Ludhiana,Social Media,1 Yr,Not Converted,,
L46304588,S3919355,08/07/2024,Surat,Walk-in,2-Year,Converted,2024-10-04,122906.0
L09790346,,08/02/2024,Srinagar,School Seminar,1-Year,Not Converted,,
L16363323,S2589180,06-10-2025,Indore,Website,1-Year,Converted,06/07/2025,161001.0
L27079764,,14/05/2025,Pune,School Seminar,1 Yr,Not Converted,,
L65595868,,08-24-2024,Pune,Referral,1-Year,Not Converted,,
L19197416,,2025-03-17,Meerut,Walk-in,2 Yr,Not Converted,,
L90737011,S0877976,12-07-2023,Jaipur,Website,2 Yr,Converted,2024-02-14,175814.0
L46346829,,26/01/2025,Meerut,Referral,1-Year,Not Converted,,
L06344522,,04/12/2024,Kolkata,Social Media,2-Year,Not Converted,,
L91289025,,11-14-2023,Lucknow,Social Media,2-Year,Not Converted,,
L41014721,,09/09/2024,Thane,Social Media,1-Year,Not Converted,,
L40227023,S0503125,2023-12-29,Gurugram,Walk-in,1-Year,Converted,02/02/2024,137225.0
L34598628,,2025-04-01,Amritsar,Social Media,1-Year,Not Converted,,
L67607298,,2024-01-17,Kolkata,Social Media,2year,Not Converted,,
L45795281,,2023-08-21,Kanpur,Social Media,1-Year,Not Converted,,
L42519104,,2025-02-15,Chennai,Walk-in,2 Yr,Not Converted,,
L92289680,S5355198,2023-12-10,Bhopal,Referral,2 Yr,Converted,03-08-2024,183989.0
L71308022,,02/07/2024,Thane,Walk-in,1-Year,Not Converted,,
L72718840,S1153981,27/03/2025,Ranchi,Social Media,1-Year,Converted,2025-06-19,143735.0
L89621061,,06/07/2024,Amritsar,Social Media,1 Yr,Not Converted,,
L18261896,,12/06/2024,Kanpur,Referral,2-Year,Not Converted,,
L00176273,,05-05-2025,Bhopal,Social Media,2-Year,Not Converted,,
L10626496,,27/02/2025,Ranchi,Social Media,2-Year,Not Converted,,
L97322171,S6918066,29/03/2025,Rajkot,Social Media,1 Yr,Converted,04-06-2025,160041.0
L81666737,S8858841,2024-07-24,Delhi,Website,Two-Year,Converted,09/09/2024,162213.0
L47583279,S9651307,2023-07-02,Lucknow,Walk-in,2-Year,Converted,20/09/2023,164304.0
L39416352,S2293672,10/02/2023,Indore,Social Media,2-Year,Converted,30/04/2023,159030.0
L68691115,,04/07/2024,Ahmedabad,Social Media,One-Year,Not Converted,,
L58569768,S2722649,02-01-2024,Kolkata,Agent,2 Yr,Converted,2024-02-09,135792.0
L15394046,,12-04-2024,Mumbai,Walk-in,1-Year,Not Converted,,
L06888378,,17/02/2025,Ludhiana,Referral,Two-Year,Not Converted,,
L93274429,,2024-05-08,Jaipur,Walk-in,2-Year,Not Converted,,
L52504800,,10-20-2024,Mumbai,School Seminar,1year,Not Converted,,
L58935174,S7233781,25/06/2025,Ahmedabad,School Seminar,Two-Year,Converted,08-08-2025,155554.0
L88457859,S9368953,11-29-2023,Rajkot,Referral,1 Yr,Converted,18/01/2024,118403.0
L86351080,S0444079,05-07-2023,Srinagar,Referral,2-Year,Converted,07-25-2023,155948.0
L13831404,,07-11-2024,Thane,Social Media,1 Yr,Not Converted,,
L59881620,,10/07/2024,Nagpur,Website,1year,Not Converted,,
L53168142,S9193087,01/01/2023,,Walk-in,2-Year,Converted,05/03/2023,182809.0
L67236266,,17/06/2023,Kolkata,Social Media,1year,Not Converted,,
L52655994,S2497157,2024-09-11,Kolkata,Website,2 Yr,Converted,21/10/2024,162419.0
L51947495,,19/01/2023,Lucknow,Website,1 Yr,Not Converted,,
L73767368,,2023-11-28,Pune,Agent,1-Year,Not Converted,,
L78177486,,08-06-2024,Kanpur,Website,1-Year,Not Converted,,
L88412892,,03-31-2024,Amritsar,Agent,Two-Year,Not Converted,,
L02936134,,19/04/2023,Ludhiana,Social Media,1year,Not Converted,,
L92069293,,25/09/2023,Nagpur,School Seminar,2-Year,Not Converted,,
L30520100,S1940884,2024-03-20,Amritsar,School Seminar,2-Year,Converted,05-18-2024,122369.0
L18171466,,28/08/2023,Mumbai,Social Media,2 Yr,Not Converted,,
L33799949,,10-28-2023,Kolkata,Social Media,2-Year,Not Converted,,
L44222627,S3878123,08-24-2024,Vadodara,Agent,2-Year,Converted,09-20-2024,164155.0
L89471496,,13/04/2023,Ludhiana,Social Media,1-Year,Not Converted,,
L75091034,S3565155,2023-09-07,Mumbai,Website,2-Year,Converted,18/11/2023,142384.0
L70162959,S8603513,2024-03-28,Nagpur,Social Media,2 Yr,Converted,24/04/2024,155881.0
L57993809,,03/06/2024,Agra,Social Media,2 Yr,Not Converted,,
L41015504,,2023-06-02,Nashik,Referral,1 Yr,Not Converted,,
L08906848,S8337874,08/05/2025,Ludhiana,Social Media,2-Year,Converted,17/06/2025,178334.0
L91141997,,06-23-2023,Lucknow,Walk-in,1-Year,Not Converted,,
L50916696,,09/12/2023,Bengaluru,Walk-in,One-Year,Not Converted,,
L86547001,S8344996,10-31-2024,Indore,Social Media,2 Yr,Converted,11-23-2024,184407.0
L06489157,,2024-03-06,Hyderabad,Social Media,1 Yr,Not Converted,,
L21563402,,2024-12-27,Gurugram,Referral,2 Yr,Not Converted,,
L03676791,S0906172,11-19-2024,Thane,Social Media,1-Year,Converted,12-18-2024,115370.0
L37010950,,2024-11-17,Lucknow,School Seminar,2 Yr,Not Converted,,
L40694097,S7845077,05-01-2025,Meerut,Referral,2 Yr,Converted,2025-07-09,160259.0
L12046465,,29/04/2025,Bhopal,Social Media,2-Year,Not Converted,,
L73639550,,10-19-2024,Lucknow,Referral,1-Year,Not Converted,,
L32849366,S7498456,2023-11-20,Varanasi,Social Media,2-Year,Converted,07/12/2023,115801.0
L11435171,,2024-11-03,Srinagar,Social Media,1 Yr,Not Converted,,
L39257309,,09-30-2024,Agra,Social Media,Two-Year,Not Converted,,
L24182128,S3928170,02-24-2024,Mumbai,Website,1-Year,Converted,31/03/2024,142007.0
L89179784,,16/08/2024,Vadodara,Website,2 Yr,Not Converted,,
L94858458,S3204956,29/04/2024,Meerut,School Seminar,1 Yr,Converted,31/05/2024,118337.0
L98954690,,10-20-2024,Chennai,Social Media,2-Year,Not Converted,,
L38469204,,01-20-2025,Ahmedabad,Social Media,2-Year,Not Converted,,
L25582401,,16/02/2024,Ranchi,Referral,1 Yr,Not Converted,,
L58173651,,25/03/2023,Delhi,Walk-in,Two-Year,Not Converted,,
L89940424,,04-23-2023,Meerut,Agent,1year,Not Converted,,
L53054359,,06/01/2025,Thane,Social Media,1 Yr,Not Converted,,
L89109796,,2023-11-28,Indore,Social Media,1-Year,Not Converted,,
L91997138,,2024-01-13,Delhi,Walk-in,2year,Not Converted,,
L99120745,,01-24-2025,Varanasi,School Seminar,2year,Not Converted,,
L57127173,S7818398,10-16-2024,Kanpur,School Seminar,1-Year,Converted,14/11/2024,163027.0
L05708982,,2023-02-10,Patna,Walk-in,2 Yr,Not Converted,,
L60909289,,02-08-2025,Agra,Agent,2 Yr,Not Converted,,
L84615492,,2025-03-07,Nashik,Referral,2-Year,Not Converted,,
L86888804,,2023-04-15,Gurugram,Website,2-Year,Not Converted,,
L00490228,S8001588,07-21-2023,Patna,Agent,1-Year,Converted,25/09/2023,176620.0
L00257698,,2024-03-25,Nagpur,School Seminar,2-Year,Not Converted,,
L23466835,S4499177,29/03/2025,Gurugram,Social Media,2-Year,Converted,2025-05-26,123764.0
L74898778,,2025-04-22,Ludhiana,Social Media,2-Year,Not Converted,,
L72354525,,09-23-2023,Lucknow,Referral,2-Year,Not Converted,,
L40158627,,06-28-2025,Hyderabad,Referral,2-Year,Not Converted,,
L65122501,,07-29-2023,Srinagar,Website,1-Year,Not Converted,,
L22885891,,16/07/2024,Kanpur,Social Media,2 Yr,Not Converted,,
L50482960,,28/04/2023,Agra,Social Media,2-Year,Not Converted,,
L79274943,,12-13-2024,Thane,School Seminar,1-Year,Not Converted,,
L82746324,S6821832,2024-01-12,Kolkata,Social Media,One-Year,Converted,01-29-2024,159893.0
L52006736,,2024-07-04,Ghaziabad,Social Media,2-Year,Not Converted,,
L47648987,,06-23-2024,Mumbai,Referral,2-Year,Not Converted,,
L38435157,,2025-02-09,Nagpur,Walk-in,2-Year,Not Converted,,
L36538903,,2023-03-25,Patna,Social Media,2 Yr,Not Converted,,
L26555594,,03-29-2024,Indore,Website,1-Year,Not Converted,,
L22146564,S1571159,10-28-2024,Meerut,Referral,2 Yr,Converted,08/01/2025,119293.0
L65572572,S8046441,20/09/2024,Varanasi,Website,2-Year,Converted,2024-12-09,119308.0
L08149201,,28/05/2024,Meerut,Referral,1 Yr,Not Converted,,
L82006982,S9567490,08-27-2024,Mumbai,Social Media,1-Year,Converted,06/11/2024,155959.0
L88118203,S8597723,08/11/2024,Kolkata,Social Media,2-Year,Converted,01-26-2025,183114.0
L53531213,,22/01/2024,Patna,Social Media,Two-Year,Not Converted,,
L32442492,,2025-06-30,Amritsar,Referral,1year,Not Converted,,
L04556496,,16/12/2023,Varanasi,Social Media,2-Year,Not Converted,,
L39994862,S8334104,2023-10-23,Srinagar,Referral,One-Year,Converted,2023-11-30,157168.0
L87577424,,15/09/2023,Lucknow,Walk-in,1 Yr,Not Converted,,
L51930165,,03-22-2023,Indore,Social Media,One-Year,Not Converted,,
L18718934,S6313203,09-25-2023,Thane,Social Media,One-Year,Converted,11-10-2023,162235.0
L71186515,,2024-02-23,Chennai,School Seminar,2-Year,Not Converted,,
L31944588,,08-23-2023,Delhi,Website,1year,Not Converted,,
L08069886,,04-12-2025,Gurugram,Social Media,1 Yr,Not Converted,,
L07687881,S6548311,07/11/2023,Ahmedabad,Social Media,1-Year,Converted,05/01/2024,137040.0
L94117865,S8903776,03-23-2025,Ahmedabad,Agent,1-Year,Converted,2025-03-27,183160.0
L68738874,S6312606,2023-12-23,Bengaluru,Social Media,1 Yr,Converted,10/01/2024,182318.0
L10342769,S2217994,01/08/2023,Amritsar,Agent,Two-Year,Converted,2023-08-26,179132.0
L35273360,,2024-07-27,Vadodara,Social Media,One-Year,Not Converted,,
L22639552,,18/02/2023,Agra,Website,1-Year,Not Converted,,
L68085190,,2023-05-07,Amritsar,Social Media,2-Year,Not Converted,,
L20967210,,08-11-2023,Surat,Website,2-Year,Not Converted,,
L59570209,S0427496,06/10/2023,Ludhiana,Social Media,1 Yr,Converted,2023-12-13,120777.0
L20640523,,02-12-2024,Mumbai,Walk-in,2-Year,Not Converted,,
L69184643,S9885761,19/05/2024,Pune,Social Media,2-Year,Converted,2024-06-17,176263.0
L23444235,,21/10/2023,Varanasi,Social Media,2-Year,Not Converted,,
L14094182,,06/03/2025,Meerut,School Seminar,1-Year,Not Converted,,
L27712401,,10-04-2023,Surat,Referral,2-Year,Not Converted,,
L00622865,,2024-03-13,Kanpur,Website,2-Year,Not Converted,,
L44856858,,04-17-2023,Patna,Referral,1-Year,Not Converted,,
L84285866,,19/10/2024,Delhi,Website,1-Year,Not Converted,,
L04161455,,24/02/2024,Ahmedabad,Referral,2-Year,Not Converted,,
L73602170,,02/09/2024,Kolkata,Agent,2-Year,Not Converted,,
L91187873,,03-04-2024,Ahmedabad,Agent,2-Year,Not Converted,,
L00223832,,01-10-2024,Rajkot,Social Media,2-Year,Not Converted,,
L21784016,,03-14-2023,Jaipur,Website,1-Year,Not Converted,,
L97641993,S9410332,09-25-2024,Pune,School Seminar,1 Yr,Converted,2024-10-02,179776.0
L53406999,S8657674,2023-01-30,Bhopal,Social Media,One-Year,Converted,14/04/2023,122706.0
L34091720,,07-07-2023,Srinagar,Walk-in,1year,Not Converted,,
L58629374,,12-30-2023,Ahmedabad,Social Media,One-Year,Not Converted,,
L99823445,,15/05/2025,Bengaluru,School Seminar,1 Yr,Not Converted,,
L34028627,,2025-03-10,Kanpur,Social Media,2-Year,Not Converted,,
L83774828,S3812771,26/03/2024,Meerut,Social Media,2-Year,Converted,16/04/2024,177090.0
L02421329,,07-14-2023,Vadodara,Referral,One-Year,Not Converted,,
L78517936,S9803001,06-05-2023,Varanasi,Walk-in,One-Year,Converted,2023-07-26,122750.0
L38353409,,2023-06-21,Gurugram,Website,1-Year,Not Converted,,
L99227153,,04-26-2025,Rajkot,Agent,1 Yr,Not Converted,,
L22101910,S7389862,02-10-2023,Ghaziabad,Referral,2-Year,Converted,2023-02-23,120334.0
L23968162,S1256379,03-04-2023,Bhopal,Social Media,One-Year,Converted,05-06-2023,138256.0
L30014218,,23/01/2023,Mumbai,Walk-in,2-Year,Not Converted,,
L00715107,,26/12/2023,,Walk-in,2-Year,Not Converted,,
L37391163,,16/03/2023,Kanpur,Referral,2-Year,Not Converted,,
L09695850,,13/07/2024,Chennai,Social Media,One-Year,Not Converted,,
L86681055,S1639463,11-02-2024,Agra,Referral,1-Year,Converted,11-27-2024,118176.0
L29244609,,04/04/2025,Jaipur,Social Media,1-Year,Not Converted,,
L53393354,,04-28-2023,Ghaziabad,School Seminar,Two-Year,Not Converted,,
L60962416,,09-03-2024,Ghaziabad,Referral,2-Year,Not Converted,,
L37531745,,2024-01-15,Indore,Website,1-Year,Not Converted,,
L73582914,,11-09-2024,Varanasi,Referral,2-Year,Not Converted,,
L84638457,,17/10/2023,Jaipur,Social Media,1 Yr,Not Converted,,
L74064162,S3219838,2024-03-15,Indore,Website,2 Yr,Converted,2024-03-28,118345.0
L68941392,S8612929,2024-10-29,Patna,Walk-in,2year,Converted,2025-01-22,117933.0
L73598355,,01-07-2023,Agra,Social Media,1-Year,Not Converted,,
L77699619,,15/07/2023,Rajkot,Walk-in,1-Year,Not Converted,,
L69876769,,02-25-2024,Nagpur,Referral,1-Year,Not Converted,,
L35474062,,21/07/2024,Ludhiana,School Seminar,2 Yr,Not Converted,,
L89268551,,2025-04-12,Chennai,Referral,2-Year,Not Converted,,
L51458672,,07-12-2023,Amritsar,Walk-in,1 Yr,Not Converted,,
L96766806,S3168430,2024-07-12,Kanpur,Social Media,1-Year,Converted,09-12-2024,177448.0
L19030710,S1138794,05-28-2023,Faridabad,Referral,1-Year,Converted,2023-07-27,116203.0
L15329286,S6683012,25/02/2025,Delhi,Agent,2-Year,Converted,12/03/2025,117971.0
L66205041,,10-30-2024,Kolkata,School Seminar,1-Year,Not Converted,,
L15418130,S5900353,07-21-2023,Bhopal,Social Media,1 Yr,Converted,10-10-2023,139744.0
L82646356,,2024-03-19,Ranchi,Social Media,1-Year,Not Converted,,
L00159793,S8609019,02-23-2024,Patna,Social Media,1 Yr,Converted,19/04/2024,124821.0
L39279852,,2024-03-02,Amritsar,Walk-in,2 Yr,Not Converted,,
L28943024,,23/04/2024,Thane,School Seminar,1 Yr,Not Converted,,
L41468641,,2024-04-19,Bhopal,Walk-in,1-Year,Not Converted,,
L19980667,S9303417,05-06-2023,Hyderabad,Referral,1 Yr,Converted,2023-07-20,143995.0
L58572761,S8349115,2024-01-30,Rajkot,School Seminar,1-Year,Converted,26/03/2024,115019.0
L21603671,,2025-03-27,Ahmedabad,Referral,2-Year,Not Converted,,
L65173733,,30/05/2025,Ranchi,Social Media,2-Year,Not Converted,,
L60120432,,2025-03-16,Amritsar,Walk-in,1 Yr,Not Converted,,
L59284070,,29/07/2024,Gurugram,Agent,2 Yr,Not Converted,,
L41894857,S7695106,21/11/2023,Patna,School Seminar,2-Year,Converted,15/01/2024,141857.0
L90335874,S8567121,01-27-2024,Agra,Walk-in,2-Year,Converted,28/01/2024,143748.0
L20162489,,18/11/2024,Rajkot,Walk-in,1 Yr,Not Converted,,
L28263162,,19/09/2024,Chennai,Website,2-Year,Not Converted,,
L06033551,S2807490,2024-03-15,Ghaziabad,Referral,1-Year,Converted,23/05/2024,177725.0
L29424244,,2023-07-23,Mumbai,Social Media,1-Year,Not Converted,,
L75796368,,04-30-2024,Bhopal,Agent,1year,Not Converted,,
L35370411,,04-12-2025,Chennai,Website,2-Year,Not Converted,,
L69275516,S5110587,31/01/2023,Pune,Social Media,2-Year,Converted,24/02/2023,175196.0
L91301824,S8357538,23/01/2024,Kanpur,Referral,Two-Year,Converted,05/02/2024,178988.0
L13085310,,09-16-2024,Indore,Referral,1-Year,Not Converted,,
L30472987,S5210142,26/05/2025,Ludhiana,Social Media,1-Year,Converted,06-27-2025,136630.0
L46238445,S7701504,03-09-2024,Bengaluru,Agent,One-Year,Converted,10/04/2024,157038.0
L41619784,,16/04/2025,Bhopal,Referral,1-Year,Not Converted,,
L60650295,S9041397,11/01/2024,Pune,Website,2 Yr,Converted,08/03/2024,180021.0
L59078834,S8129863,12-10-2023,Vadodara,Social Media,2 Yr,Converted,19/02/2024,139761.0
L74495323,,18/03/2024,Ludhiana,Referral,Two-Year,Not Converted,,
L04574308,,01/08/2024,Vadodara,Social Media,2-Year,Not Converted,,
L84711207,S7453144,03-16-2023,Faridabad,School Seminar,2-Year,Converted,2023-03-18,160612.0
L32484631,,2024-07-10,Surat,Walk-in,1-Year,Not Converted,,
L16356555,,02-10-2025,Meerut,Walk-in,1-Year,Not Converted,,
L73514169,,2024-10-27,Indore,Social Media,1 Yr,Not Converted,,
L27786190,S7465667,04/06/2023,Thane,Social Media,2-Year,Converted,2023-07-17,164913.0
L82561657,S5758988,03-05-2024,Agra,Social Media,1-Year,Converted,04-22-2024,123591.0
L22145273,,2023-12-29,Delhi,Social Media,2-Year,Not Converted,,
L61207441,,2024-03-23,Agra,Walk-in,2-Year,Not Converted,,
L94392230,,2023-08-22,Ludhiana,Walk-in,2 Yr,Not Converted,,
L31841202,,16/07/2024,Lucknow,Walk-in,1-Year,Not Converted,,
L80318918,,03-28-2025,Bengaluru,Referral,1year,Not Converted,,
L21851230,S7109414,2023-09-19,Bengaluru,Social Media,1 Yr,Converted,2023-12-11,116595.0
L23719632,,06/04/2025,Amritsar,Social Media,2-Year,Not Converted,,
L21042525,,2023-05-05,Nashik,Social Media,1year,Not Converted,,
L42705716,S3094801,2025-06-29,Hyderabad,School Seminar,One-Year,Converted,2025-08-19,157129.0
L32131194,,09-02-2023,Kanpur,Walk-in,2-Year,Not Converted,,
L76123155,,06-25-2024,Ghaziabad,Social Media,2-Year,Not Converted,,
L42736654,,04-29-2024,Varanasi,Social Media,2-Year,Not Converted,,
L75120482,,2023-05-02,Mumbai,Website,2 Yr,Not Converted,,
