Student_ID,City,Course_Type,Total_Fees,Amount_Paid,Payment_Mode,Payment_Date,Outstanding_Amount
S2627755,Kolkata,2 Yr,120000,52227,UPI,11-24-2023,67773
S2627755,Kolkata,2 Yr,120000,63879,Card,12-09-2023,3894
S3980889,Kanpur,One-Year,160000,77061,Card,12-03-2025,82939
S3980889,Kanpur,One-Year,160000,77735,Cash,16-04-2025,5204
S9955855,Bhopal,1 Yr,160000,83054,Online,25-09-2024,76946
S9955855,Bhopal,1 Yr,160000,77414,UPI,01-09-2025,-468
S2847446,Hyderabad,1-Year,160000,48074,Online,10-07-2024,111926
S2847446,Hyderabad,1-Year,160000,51206,Cash,22-02-2024,60720
S2847446,Hyderabad,1-Year,160000,51391,UPI,06-29-2024,9329
S2344083,Nagpur,2-Year,140000,52846,UPI,28-06-2023,87154
S2344083,Nagpur,2-Year,140000,47050,Card,27-09-2023,40104
S2344083,Nagpur,2-Year,140000,48684,Cash,12-02-2023,-8580
S2627925,Pune,1-Year,160000,83705,Online,08-14-2024,76295
S2627925,Pune,1-Year,160000,75561,Online,02-07-2024,734
S0497609,Patna,1 Yr,160000,81087,Cheque,11-09-2023,78913
S0497609,Patna,1 Yr,160000,86340,Cash,07-01-2023,-7427
S4048967,Ludhiana,1-Year,140000,71339,Cash,31-10-2023,68661
S4048967,Ludhiana,1-Year,140000,77836,UPI,13-03-2024,-9175
S6153742,Surat,1-Year,180000,92717,Cheque,23-01-2024,87283
S6153742,Surat,1-Year,180000,90558,Cheque,04-01-2024,-3275
S5085191,Amritsar,2-Year,180000,62788,UPI,01-04-2026,117212
S5085191,Amritsar,2-Year,180000,61575,Online,08-11-2025,55637
S5085191,Amritsar,2-Year,180000,56824,Online,08-04-2026,-1187
S2306348,Ghaziabad,1 Yr,140000,67017,Cheque,22-05-2025,72983
S2306348,Ghaziabad,1 Yr,140000,73558,Card,05-01-2025,-575
S4414982,Indore,2-Year,180000,82578,UPI,05-11-2025,97422
S4414982,Indore,2-Year,180000,88232,Cash,04-03-2026,9190
S5515197,Bhopal,2-Year,180000,86995,Cheque,19-06-2025,93005
S5515197,Bhopal,2-Year,180000,84790,Card,11-19-2025,8215
S0517804,Jaipur,1-Year,140000,70133,Cash,20-07-2025,69867
S0517804,Jaipur,1-Year,140000,79841,Online,08-25-2025,-9974
S5348123,Ranchi,Two-Year,180000,62707,Card,09-10-2025,117293
S5348123,Ranchi,Two-Year,180000,65396,Card,16-09-2025,51897
S5348123,Ranchi,Two-Year,180000,54945,UPI,29-07-2025,-3048
S9966808,Bengaluru,1 Yr,120000,61331,Cheque,06-18-2024,58669
S9966808,Bengaluru,1 Yr,120000,66219,Card,01-08-2024,-7550
S2171286,Pune,1year,120000,41067,Cash,04-08-2023,78933
S2171286,Pune,1year,120000,33857,Cash,07-04-2023,45076
S2171286,Pune,1year,120000,42401,Cash,11-04-2023,2675
S5478916,Nagpur,1-Year,140000,48441,Cheque,03-21-2024,91559
S5478916,Nagpur,1-Year,140000,41128,Card,23-12-2023,50431
S5478916,Nagpur,1-Year,140000,39620,Online,03-03-2024,10811
S7402770,Lucknow,1 Yr,160000,54571,UPI,,105429
S7402770,Lucknow,1 Yr,160000,56094,Online,27-09-2023,49335
S7402770,Lucknow,1 Yr,160000,58823,UPI,20-01-2024,-9488
S9543601,Vadodara,2-Year,160000,76695,Online,11-07-2025,83305
S9543601,Vadodara,2-Year,160000,78331,Card,11-26-2025,4974
S6273151,Indore,2 Yr,140000,131600,Card,07-07-2025,8400
S3161996,Surat,2-Year,160000,84420,Cheque,15-12-2023,75580
S3161996,Surat,2-Year,160000,83149,Online,23-01-2024,-7569
S1618039,Ranchi,2 Yr,180000,90935,Card,18-01-2025,89065
S1618039,Ranchi,2 Yr,180000,87538,Cheque,13-03-2025,1527
S8518542,Chennai,2-Year,140000,69277,Card,01-23-2024,70723
S8518542,Chennai,2-Year,140000,67978,UPI,03-01-2024,2745
S3343462,Chennai,Two-Year,180000,63204,Card,14-02-2024,116796
S3343462,Chennai,Two-Year,180000,69904,Online,03-01-2024,46892
S3343462,Chennai,Two-Year,180000,55512,UPI,14-10-2023,-8620
S8905845,Chennai,1-Year,120000,48412,Card,04-15-2024,71588
S8905845,Chennai,1-Year,120000,59739,Cheque,02-09-2024,11849
S8391961,Ludhiana,1-Year,140000,72843,Cheque,02-07-2024,67157
S8391961,Ludhiana,1-Year,140000,69902,Online,24-08-2024,-2745
S2101215,Patna,1-Year,120000,57895,Card,21-03-2024,62105
S2101215,Patna,1-Year,120000,61849,Cash,04-16-2024,256
S9520680,Lucknow,2-Year,140000,64841,Card,06-05-2024,75159
S9520680,Lucknow,2-Year,140000,74485,Card,06-11-2023,674
S5715280,Nashik,2 Yr,160000,82272,UPI,12-09-2023,77728
S5715280,Nashik,2 Yr,160000,78873,Card,06-04-2024,-1145
S3001625,Delhi,2 Yr,120000,61617,Cash,27-08-2023,58383
S3001625,Delhi,2 Yr,120000,56879,Online,18-12-2023,1504
S0978439,Kanpur,One-Year,140000,48216,UPI,06-09-2025,91784
S0978439,Kanpur,One-Year,140000,44121,Card,10-15-2025,47663
S0978439,Kanpur,One-Year,140000,48095,Card,10-07-2025,-432
S5187473,Bengaluru,1-Year,160000,56166,Cash,08-12-2023,103834
S5187473,Bengaluru,1-Year,160000,55597,Cash,16-12-2023,48237
S5187473,Bengaluru,1-Year,160000,56685,Card,16-09-2023,-8448
S5406662,Agra,2-Year,140000,63913,UPI,26-03-2025,76087
S5406662,Agra,2-Year,140000,68758,Card,14-06-2025,7329
S9956059,Rajkot,2 Yr,180000,183992,Cheque,03-10-2024,-3992
S7425820,Vadodara,2-Year,140000,48919,Card,17-12-2025,91081
S7425820,Vadodara,2-Year,140000,41117,Online,08-01-2025,49964
S7425820,Vadodara,2-Year,140000,54192,Card,30-10-2025,-4228
S9169676,Varanasi,2-Year,160000,78392,Cash,30-05-2025,81608
S9169676,Varanasi,2-Year,160000,75773,Online,05-29-2025,5835
S8610212,Vadodara,2-Year,140000,42607,Cash,11-03-2025,97393
S8610212,Vadodara,2-Year,140000,48317,Cheque,18-07-2025,49076
S8610212,Vadodara,2-Year,140000,43615,Cheque,10-25-2025,5461
S9098535,Lucknow,1-Year,140000,51847,UPI,28-04-2025,88153
S9098535,Lucknow,1-Year,140000,48673,UPI,19-12-2024,39480
S9098535,Lucknow,1-Year,140000,56450,Cash,12-05-2025,-16970
S6692402,Patna,2year,180000,87978,Cheque,12-28-2024,92022
S6692402,Patna,2year,180000,92574,Cheque,26-12-2024,-552
S8026338,Ahmedabad,One-Year,160000,152864,Card,24-11-2025,7136
S1372344,Varanasi,2-Year,160000,59035,Card,23-09-2023,100965
S1372344,Varanasi,2-Year,160000,54777,Cash,15-11-2023,46188
S1372344,Varanasi,2-Year,160000,56413,UPI,31-08-2023,-10225
S8121551,Nagpur,2-Year,180000,176930,Card,17-02-2025,3070
S8794037,Bengaluru,2 Yr,180000,92310,Online,22-06-2025,87690
S8794037,Bengaluru,2 Yr,180000,88431,Online,23-04-2025,-741
S0795281,Bengaluru,Two-Year,120000,41046,Cheque,18-05-2024,78954
S0795281,Bengaluru,Two-Year,120000,45543,Online,08-04-2024,33411
S0795281,Bengaluru,Two-Year,120000,40916,Online,08-06-2024,-7505
S2384319,Varanasi,1-Year,180000,91350,Cheque,10-03-2025,88650
S2384319,Varanasi,1-Year,180000,91057,Cash,09-17-2025,-2407
S3708617,Ghaziabad,2-Year,160000,80615,Card,02-10-2023,79385
S3708617,Ghaziabad,2-Year,160000,79843,Online,12-01-2024,-458
S9956515,Rajkot,1-Year,140000,50231,Card,05-04-2025,89769
S9956515,Rajkot,1-Year,140000,53222,Cash,10-10-2025,36547
S9956515,Rajkot,1-Year,140000,44995,UPI,12-05-2025,-8448
S5172423,Gurugram,1-Year,140000,51779,Online,10-20-2023,88221
S5172423,Gurugram,1-Year,140000,47014,Card,12-08-2023,41207
S5172423,Gurugram,1-Year,140000,48412,Card,09-07-2023,-7205
S0659461,Ahmedabad,2-Year,180000,83463,Online,11-06-2025,96537
S0659461,Ahmedabad,2-Year,180000,90932,Cash,10-07-2025,5605
S1473131,Gurugram,1-Year,140000,67654,Cash,01-23-2025,72346
S1473131,Gurugram,1-Year,140000,65447,Cash,26-03-2025,6899
S6953547,Pune,1-Year,120000,115435,Cash,27-01-2025,4565
S3861517,Hyderabad,2-Year,180000,91228,Cheque,01-28-2024,88772
S3861517,Hyderabad,2-Year,180000,92349,Card,21-02-2024,-3577
S5448797,Vadodara,2-Year,180000,57313,Cheque,23-12-2023,122687
S5448797,Vadodara,2-Year,180000,58138,Cheque,10-11-2023,64549
S5448797,Vadodara,2-Year,180000,58458,Cheque,04-17-2024,6091
S5094833,Thane,2 Yr,120000,58952,Cash,04-05-2025,61048
S5094833,Thane,2 Yr,120000,61851,UPI,01-21-2025,-803
S8165308,Nashik,2-Year,180000,82425,Cheque,05-20-2025,97575
S8165308,Nashik,2-Year,180000,92302,Card,11-20-2025,5273
S3376672,,2-Year,120000,66028,Online,17-06-2025,53972
S3376672,,2-Year,120000,63125,Cash,12-02-2025,-9153
S1911580,Nagpur,2 Yr,180000,91526,Online,31-01-2024,88474
S1911580,Nagpur,2 Yr,180000,84240,Cheque,01-30-2024,4234
S1263144,Jaipur,2-Year,160000,84791,Online,05-10-2025,75209
S1263144,Jaipur,2-Year,160000,76640,Cheque,06-05-2025,-1431
S8238325,Bengaluru,1-Year,140000,141487,Cheque,02-16-2024,-1487
S6899783,Delhi,2-Year,140000,140692,Online,23-06-2023,-692
S3555565,Indore,1-Year,180000,94861,UPI,06-13-2025,85139
S3555565,Indore,1-Year,180000,92427,Card,18-04-2025,-7288
S6587831,,1-Year,180000,65945,Card,12-17-2024,114055
S6587831,,1-Year,180000,60876,Cash,02-07-2024,53179
S6587831,,1-Year,180000,67897,Card,11-11-2024,-14718
S5953336,Jaipur,1-Year,180000,84659,UPI,21-11-2025,95341
S5953336,Jaipur,1-Year,180000,97734,Card,02-21-2026,-2393
S9561074,Chennai,2-Year,180000,85023,Card,14-05-2025,94977
S9561074,Chennai,2-Year,180000,97625,Online,18-03-2025,-2648
S0950215,Jaipur,1-Year,140000,73893,Online,02-05-2025,66107
S0950215,Jaipur,1-Year,140000,70878,UPI,05-05-2025,-4771
S2394355,Ranchi,2-Year,180000,58330,Cheque,12-23-2024,121670
S2394355,Ranchi,2-Year,180000,61540,Card,07-22-2024,60130
S2394355,Ranchi,2-Year,180000,56994,Online,25-07-2024,3136
S2371846,Hyderabad,2-Year,140000,40681,Card,16-11-2025,99319
S2371846,Hyderabad,2-Year,140000,52429,Online,11-08-2025,46890
S2371846,Hyderabad,2-Year,140000,52056,Card,11-22-2025,-5166
S1227557,Indore,1-Year,120000,120208,Online,05-22-2023,-208
S7630121,,1-Year,180000,90773,UPI,,89227
S7630121,,1-Year,180000,92492,UPI,17-01-2025,-3265
S6177932,Mumbai,One-Year,140000,46370,UPI,05-04-2024,93630
S6177932,Mumbai,One-Year,140000,43353,Cash,06-17-2024,50277
S6177932,Mumbai,One-Year,140000,46211,Card,,4066
S9706760,Surat,1-Year,120000,121187,UPI,26-03-2025,-1187
S0800184,Vadodara,1year,180000,89905,Card,04-11-2026,90095
S0800184,Vadodara,1year,180000,85569,UPI,10-01-2026,4526
S8406697,Lucknow,1 Yr,160000,83220,Cash,04-30-2023,76780
S8406697,Lucknow,1 Yr,160000,86035,Cash,13-09-2023,-9255
S9348132,Nagpur,1year,120000,36438,Online,29-10-2024,83562
S9348132,Nagpur,1year,120000,46396,Online,08-17-2024,37166
S9348132,Nagpur,1year,120000,39134,UPI,24-07-2024,-1968
S9703014,Gurugram,2 Yr,120000,37060,Online,19-06-2023,82940
S9703014,Gurugram,2 Yr,120000,42159,Online,05-07-2023,40781
S9703014,Gurugram,2 Yr,120000,43394,Cheque,21-11-2023,-2613
S9998263,Patna,2-Year,160000,82798,Cheque,22-04-2024,77202
S9998263,Patna,2-Year,160000,83164,UPI,07-04-2024,-5962
S0380620,Indore,2-Year,180000,175164,Cheque,07-02-2023,4836
S5484433,Rajkot,1year,160000,162675,Online,11-02-2025,-2675
S9872271,Faridabad,1-Year,180000,57139,Cash,09-21-2024,122861
S9872271,Faridabad,1-Year,180000,59682,Card,30-01-2025,63179
S9872271,Faridabad,1-Year,180000,59114,Online,11-01-2024,4065
S2748188,Indore,1year,160000,83041,Online,13-12-2025,76959
S2748188,Indore,1year,160000,81604,Cheque,07-23-2025,-4645
S5649073,Surat,2-Year,140000,68629,Card,02-17-2025,71371
S5649073,Surat,2-Year,140000,69937,UPI,12-01-2025,1434
S4977488,Lucknow,1 Yr,120000,55515,Online,02-08-2023,64485
S4977488,Lucknow,1 Yr,120000,56224,UPI,23-06-2023,8261
S2352363,Meerut,2-Year,120000,58603,Cash,15-07-2025,61397
S2352363,Meerut,2-Year,120000,55153,UPI,22-01-2026,6244
S3087276,Mumbai,2-Year,140000,42167,UPI,05-04-2025,97833
S3087276,Mumbai,2-Year,140000,49418,Cash,04-01-2025,48415
S3087276,Mumbai,2-Year,140000,58487,UPI,27-04-2025,-10072
S4587966,Delhi,2-Year,140000,66777,Cheque,13-09-2024,73223
S4587966,Delhi,2-Year,140000,76664,Card,07-05-2024,-3441
S2142871,Rajkot,Two-Year,120000,123859,Cheque,06-01-2024,-3859
S6219904,Ahmedabad,Two-Year,180000,58394,UPI,31-08-2024,121606
S6219904,Ahmedabad,Two-Year,180000,54208,Online,19-07-2024,67398
S6219904,Ahmedabad,Two-Year,180000,53219,Cash,16-11-2024,14179
S6435992,Thane,2 Yr,120000,60190,Card,09-26-2023,59810
S6435992,Thane,2 Yr,120000,56696,Online,29-01-2024,3114
S0376610,,2 Yr,180000,93608,Online,18-11-2025,86392
S0376610,,2 Yr,180000,89668,UPI,29-08-2025,-3276
S7022760,Gurugram,1 Yr,120000,60815,Cheque,08-11-2024,59185
S7022760,Gurugram,1 Yr,120000,56490,UPI,05-09-2024,2695
S5033044,Kolkata,1-Year,160000,77289,UPI,15-05-2024,82711
S5033044,Kolkata,1-Year,160000,77503,Online,03-09-2024,5208
S2222264,Varanasi,1 Yr,140000,65726,Cheque,03-09-2024,74274
S2222264,Varanasi,1 Yr,140000,72475,Card,30-09-2024,1799
S1032207,Nagpur,1-Year,120000,119532,Card,12-01-2025,468
S1433693,Amritsar,1-Year,140000,139478,Online,02-16-2026,522
S2864544,Bengaluru,1 Yr,140000,48010,UPI,21-06-2024,91990
S2864544,Bengaluru,1 Yr,140000,43301,Online,15-11-2024,48689
S2864544,Bengaluru,1 Yr,140000,43822,UPI,13-08-2024,4867
S7624473,Bhopal,1-Year,140000,148006,Card,10-01-2024,-8006
S1243615,Ludhiana,2-Year,120000,121606,Cash,02-10-2025,-1606
S6791754,Chennai,1 Yr,140000,68555,Card,,71445
S6791754,Chennai,1 Yr,140000,78170,Cheque,09-24-2023,-6725
S1858545,Amritsar,2-Year,160000,163236,Cheque,13-09-2023,-3236
S6855607,Bengaluru,2-Year,140000,138314,UPI,12-07-2024,1686
S1440095,Ghaziabad,One-Year,180000,59159,Cash,01-04-2025,120841
S1440095,Ghaziabad,One-Year,180000,58068,Online,27-11-2024,62773
S1440095,Ghaziabad,One-Year,180000,60960,Cheque,27-02-2025,1813
S8135395,Ahmedabad,2-Year,120000,66912,UPI,07-01-2024,53088
S8135395,Ahmedabad,2-Year,120000,57891,Cash,15-06-2024,-4803
S3149396,Amritsar,1 Yr,140000,43578,Online,08-03-2024,96422
S3149396,Amritsar,1 Yr,140000,47645,Cash,03-25-2024,48777
S3149396,Amritsar,1 Yr,140000,46674,Online,04-05-2024,2103
S8677801,Rajkot,1year,140000,64705,UPI,27-06-2024,75295
S8677801,Rajkot,1year,140000,73226,UPI,17-08-2024,2069
S2310447,Ludhiana,2-Year,120000,121265,UPI,08-08-2025,-1265
S7045998,Ludhiana,One-Year,160000,85483,Cash,21-02-2024,74517
S7045998,Ludhiana,One-Year,160000,81308,Cash,10-01-2023,-6791
S6119476,Pune,One-Year,160000,47581,Cheque,05-03-2025,112419
S6119476,Pune,One-Year,160000,57710,Cash,27-07-2025,54709
S6119476,Pune,One-Year,160000,52700,Card,,2009
S2459693,Gurugram,2-Year,180000,67253,Online,31-03-2024,112747
S2459693,Gurugram,2-Year,180000,63178,Cheque,04-03-2024,49569
S2459693,Gurugram,2-Year,180000,62222,Cheque,08-04-2024,-12653
S3919355,Surat,2-Year,180000,90452,Online,19-02-2025,89548
S3919355,Surat,2-Year,180000,96881,Cheque,02-03-2025,-7333
S2589180,Indore,1-Year,120000,54759,Online,21-02-2026,65241
S2589180,Indore,1-Year,120000,56656,Card,06-12-2025,8585
S0877976,Jaipur,2 Yr,140000,67591,Cheque,21-04-2024,72409
S0877976,Jaipur,2 Yr,140000,76301,UPI,18-03-2024,-3892
S0503125,Gurugram,1-Year,180000,67262,Cheque,27-07-2024,112738
S0503125,Gurugram,1-Year,180000,55270,Card,15-02-2024,57468
S0503125,Gurugram,1-Year,180000,58835,Card,25-03-2024,-1367
S5355198,Bhopal,2 Yr,160000,151125,UPI,29-05-2024,8875
S1153981,Ranchi,1-Year,160000,57239,Cheque,08-08-2025,102761
S1153981,Ranchi,1-Year,160000,54672,Cash,04-08-2025,48089
S1153981,Ranchi,1-Year,160000,49293,Cheque,06-09-2025,-1204
S6918066,Rajkot,1 Yr,180000,181644,Online,15-05-2025,-1644
S8858841,Delhi,Two-Year,180000,87476,UPI,12-04-2025,92524
S8858841,Delhi,Two-Year,180000,85531,Card,21-02-2025,6993
S9651307,Lucknow,2-Year,120000,60023,UPI,21-12-2023,59977
S9651307,Lucknow,2-Year,120000,65860,Card,02-02-2024,-5883
S2293672,Indore,2-Year,180000,55094,Card,18-08-2023,124906
S2293672,Indore,2-Year,180000,59612,Cheque,29-08-2023,65294
S2293672,Indore,2-Year,180000,55913,Cheque,16-11-2023,9381
S2722649,Kolkata,2 Yr,160000,76376,Cheque,23-08-2024,83624
S2722649,Kolkata,2 Yr,160000,73587,UPI,06-21-2024,10037
S7233781,Ahmedabad,Two-Year,140000,48273,Cheque,01-22-2026,91727
S7233781,Ahmedabad,Two-Year,140000,44496,Online,21-03-2026,47231
S7233781,Ahmedabad,Two-Year,140000,46917,Cheque,30-01-2026,314
S9368953,Rajkot,1 Yr,180000,88836,UPI,26-04-2024,91164
S9368953,Rajkot,1 Yr,180000,87318,Cheque,17-04-2024,3846
S0444079,Srinagar,2-Year,160000,84557,Online,22-10-2023,75443
S0444079,Srinagar,2-Year,160000,73224,Cheque,01-02-2024,2219
S9193087,,2-Year,160000,82780,Online,13-04-2023,77220
S9193087,,2-Year,160000,77455,Online,06-27-2023,-235
S2497157,Kolkata,2 Yr,160000,169858,Card,09-11-2024,-9858
S1940884,Amritsar,2-Year,120000,51385,Cheque,06-04-2024,68615
S1940884,Amritsar,2-Year,120000,66215,Online,28-05-2024,2400
S3878123,Vadodara,2-Year,120000,39963,Cheque,01-02-2025,80037
S3878123,Vadodara,2-Year,120000,38768,Online,11-04-2025,41269
S3878123,Vadodara,2-Year,120000,39883,Online,14-12-2024,1386
S3565155,Mumbai,2-Year,160000,58237,UPI,05-14-2024,101763
S3565155,Mumbai,2-Year,160000,55735,UPI,01-07-2024,46028
S3565155,Mumbai,2-Year,160000,51305,Card,23-03-2024,-5277
S8603513,Nagpur,2 Yr,120000,66362,UPI,21-08-2024,53638
S8603513,Nagpur,2 Yr,120000,57948,Online,09-09-2024,-4310
S8337874,Ludhiana,2-Year,140000,140881,Online,07-16-2025,-881
S8344996,Indore,2 Yr,120000,37283,UPI,30-06-2025,82717
S8344996,Indore,2 Yr,120000,36172,Cash,11-12-2024,46545
S8344996,Indore,2 Yr,120000,35062,Card,02-20-2025,11483
S0906172,Thane,1-Year,180000,92660,Online,13-07-2025,87340
S0906172,Thane,1-Year,180000,85850,Cash,03-07-2025,1490
S7845077,Meerut,2 Yr,160000,159592,Online,08-10-2025,408
S7498456,Varanasi,2-Year,140000,44377,Card,01-18-2024,95623
S7498456,Varanasi,2-Year,140000,47795,Card,10-12-2023,47828
S7498456,Varanasi,2-Year,140000,50388,Cheque,19-03-2024,-2560
S3928170,Mumbai,1-Year,160000,160068,Card,21-11-2024,-68
S3204956,Meerut,1 Yr,160000,52895,UPI,11-08-2024,107105
S3204956,Meerut,1 Yr,160000,61397,UPI,10-15-2024,45708
S3204956,Meerut,1 Yr,160000,50297,Card,09-07-2024,-4589
S7818398,Kanpur,1-Year,140000,141537,Cash,13-12-2024,-1537
S8001588,Patna,1-Year,160000,84827,UPI,24-12-2023,75173
S8001588,Patna,1-Year,160000,80302,Cash,10-31-2023,-5129
S4499177,Gurugram,2-Year,180000,59514,Cash,26-12-2025,120486
S4499177,Gurugram,2-Year,180000,54230,Cash,14-12-2025,66256
S4499177,Gurugram,2-Year,180000,62768,Cash,06-19-2025,3488
S6821832,Kolkata,One-Year,180000,93012,UPI,04-04-2024,86988
S6821832,Kolkata,One-Year,180000,90330,Cash,22-02-2024,-3342
S1571159,Meerut,2 Yr,160000,82388,Cash,03-20-2025,77612
S1571159,Meerut,2 Yr,160000,76607,Cheque,03-17-2025,1005
S8046441,Varanasi,2-Year,120000,64312,Cheque,27-03-2025,55688
S8046441,Varanasi,2-Year,120000,68552,Cash,07-05-2025,-12864
S9567490,Mumbai,1-Year,160000,57169,Card,06-08-2025,102831
S9567490,Mumbai,1-Year,160000,52948,Cash,02-16-2025,49883
S9567490,Mumbai,1-Year,160000,57239,Cash,03-18-2025,-7356
S8597723,Kolkata,2-Year,140000,144582,Online,03-02-2025,-4582
S8334104,Srinagar,One-Year,160000,51083,Cash,10-12-2023,108917
S8334104,Srinagar,One-Year,160000,54318,UPI,,54599
S8334104,Srinagar,One-Year,160000,59906,Cheque,09-04-2024,-5307
S6313203,Thane,One-Year,160000,164101,Cash,04-21-2024,-4101
S6548311,Ahmedabad,1-Year,140000,75113,Cash,04-07-2024,64887
S6548311,Ahmedabad,1-Year,140000,71060,Online,12-03-2024,-6173
S8903776,Ahmedabad,1-Year,160000,70331,Cheque,02-10-2025,89669
S8903776,Ahmedabad,1-Year,160000,82791,Cheque,05-08-2025,6878
S6312606,Bengaluru,1 Yr,160000,76534,Online,12-08-2024,83466
S6312606,Bengaluru,1 Yr,160000,77759,Online,03-02-2024,5707
S2217994,Amritsar,Two-Year,120000,114699,Cash,09-21-2023,5301
S0427496,Ludhiana,1 Yr,160000,56703,Cheque,,103297
S0427496,Ludhiana,1 Yr,160000,49598,Cheque,12-19-2023,53699
S0427496,Ludhiana,1 Yr,160000,53974,Online,15-03-2024,-275
S9885761,Pune,2-Year,140000,144617,Card,22-10-2024,-4617
S9410332,Pune,1 Yr,120000,41808,UPI,12-09-2024,78192
S9410332,Pune,1 Yr,120000,39690,Cheque,15-01-2025,38502
S9410332,Pune,1 Yr,120000,37276,UPI,18-12-2024,1226
S8657674,Bhopal,One-Year,120000,70481,UPI,03-06-2023,49519
S8657674,Bhopal,One-Year,120000,65107,Online,06-07-2023,-15588
S3812771,Meerut,2-Year,180000,57869,Card,15-06-2024,122131
S3812771,Meerut,2-Year,180000,58180,Cash,06-29-2024,63951
S3812771,Meerut,2-Year,180000,62613,UPI,24-08-2024,1338
S9803001,Varanasi,One-Year,160000,86831,Cash,15-11-2023,73169
S9803001,Varanasi,One-Year,160000,80698,Online,14-02-2024,-7529
S7389862,Ghaziabad,2-Year,160000,51173,Cash,05-08-2023,108827
S7389862,Ghaziabad,2-Year,160000,55797,Cheque,,53030
S7389862,Ghaziabad,2-Year,160000,57102,Online,13-06-2023,-4072
S1256379,Bhopal,One-Year,120000,59383,Cash,09-07-2023,60617
S1256379,Bhopal,One-Year,120000,59214,UPI,07-05-2023,1403
S1639463,Agra,1-Year,180000,88069,Card,01-19-2025,91931
S1639463,Agra,1-Year,180000,91127,Cheque,12-15-2024,804
S3219838,Indore,2 Yr,160000,51657,Card,10-28-2024,108343
S3219838,Indore,2 Yr,160000,52181,UPI,10-29-2024,56162
S3219838,Indore,2 Yr,160000,48439,Cash,27-06-2024,7723
S8612929,Patna,2year,140000,70795,UPI,13-04-2025,69205
S8612929,Patna,2year,140000,61527,Card,,7678
S3168430,Kanpur,1-Year,120000,62942,Online,12-07-2024,57058
S3168430,Kanpur,1-Year,120000,57439,Card,15-04-2025,-381
S1138794,Faridabad,1-Year,140000,43680,Card,03-02-2024,96320
S1138794,Faridabad,1-Year,140000,53335,Cash,09-05-2023,42985
S1138794,Faridabad,1-Year,140000,43243,Cash,30-08-2023,-258
S6683012,Delhi,2-Year,180000,174938,UPI,15-06-2025,5062
S5900353,Bhopal,1 Yr,120000,62819,UPI,,57181
S5900353,Bhopal,1 Yr,120000,59022,Cash,05-21-2024,-1841
S8609019,Patna,1 Yr,120000,31972,Online,25-10-2024,88028
S8609019,Patna,1 Yr,120000,40430,Cash,06-10-2024,47598
S8609019,Patna,1 Yr,120000,39927,Online,21-06-2024,7671
S9303417,Hyderabad,1 Yr,180000,92390,UPI,05-11-2023,87610
S9303417,Hyderabad,1 Yr,180000,89243,Card,08-10-2023,-1633
S8349115,Rajkot,1-Year,180000,88049,Cheque,04-18-2024,91951
S8349115,Rajkot,1-Year,180000,87195,Online,24-04-2024,4756
S7695106,Patna,2-Year,180000,85285,Card,08-06-2024,94715
S7695106,Patna,2-Year,180000,93058,Cash,25-01-2024,1657
S8567121,Agra,2-Year,180000,91375,Online,08-08-2024,88625
S8567121,Agra,2-Year,180000,94997,Cheque,19-08-2024,-6372
S2807490,Ghaziabad,1-Year,180000,56655,UPI,09-04-2024,123345
S2807490,Ghaziabad,1-Year,180000,64595,UPI,22-11-2024,58750
S2807490,Ghaziabad,1-Year,180000,61126,Cheque,29-12-2024,-2376
S5110587,Pune,2-Year,120000,59872,Cheque,05-04-2023,60128
S5110587,Pune,2-Year,120000,60335,Online,21-09-2023,-207
S8357538,Kanpur,Two-Year,160000,48699,Online,16-04-2024,111301
S8357538,Kanpur,Two-Year,160000,49562,Card,24-02-2024,61739
S8357538,Kanpur,Two-Year,160000,52821,Cash,03-25-2024,8918
S5210142,Ludhiana,1-Year,140000,47763,Card,10-07-2025,92237
S5210142,Ludhiana,1-Year,140000,47919,UPI,27-06-2025,44318
S5210142,Ludhiana,1-Year,140000,52408,Cheque,20-02-2026,-8090
S7701504,Bengaluru,One-Year,140000,144383,Card,03-06-2024,-4383
S9041397,Pune,2 Yr,160000,82513,Cheque,27-09-2024,77487
S9041397,Pune,2 Yr,160000,73281,Card,09-06-2024,4206
S8129863,Vadodara,2 Yr,180000,90619,Cheque,03-07-2024,89381
S8129863,Vadodara,2 Yr,180000,100938,Cash,11-04-2024,-11557
S7453144,Faridabad,2-Year,160000,74384,Cash,05-08-2023,85616
S7453144,Faridabad,2-Year,160000,80946,Online,01-07-2023,4670
S7465667,Thane,2-Year,180000,96116,Cheque,01-30-2024,83884
S7465667,Thane,2-Year,180000,87448,UPI,14-01-2024,-3564
S5758988,Agra,1-Year,140000,64827,Online,24-09-2024,75173
S5758988,Agra,1-Year,140000,69158,Cheque,02-06-2024,6015
S7109414,Bengaluru,1 Yr,140000,44933,Online,05-26-2024,95067
S7109414,Bengaluru,1 Yr,140000,39014,UPI,03-11-2024,56053
S7109414,Bengaluru,1 Yr,140000,46345,Online,22-05-2024,9708
S3094801,Hyderabad,One-Year,120000,49083,Online,,70917
S3094801,Hyderabad,One-Year,120000,63445,Cash,23-08-2025,7472
S0740502,Ranchi,1 Yr,180000,92759,Cheque,16-09-2024,87241
S0740502,Ranchi,1 Yr,180000,91365,UPI,07-10-2024,-4124
S0790768,Delhi,2-Year,120000,60236,Cash,07-20-2023,59764
S0790768,Delhi,2-Year,120000,60606,Cash,13-10-2023,-842
